id	turn1	turn2	turn3	label
9045	ok	Mm	i love u so much dear	others
9046	Yes	thank u 😺	Send ur pic	others
9047	Where job,what job	what job?	Advertising means	others
9048	I got a gt70	Show off	Its just a basic model 😕😕😕	others
9049	Good n thank you liar	Welcomes and thanking u :)	K take care bye😀	others
9050	If I get time I&apos;ll talk to u	I wish I got paid to talk to me . I do it all the time	Bye	others
9051	I think every one are equal	Yes, the two sentences are semantically equivalent. Which you use is a matter of style.	Okay	others
9052	U will not eat	So what?	We will go on date	others
9053	 But do not how to make video call	Step 1. Record the video playing on your monitor with your cell phone	No online video chat	others
9054	U well	Thank you.	Are u reality	others
9055	Hmm	Wt hmm ?	Where can I find pussy	others
9056	yah some sort chilling i guess	you coming?!?	really	others
9057	Have u taken tea	I'm taking it now	I have eaten masala dosa with tea	others
9058	Come on ask something	its time to go home :D	Ok	others
9059	Come to india	soon man really soon!	But when	others
9060	Then write full	wrong way to do man. Find taker and then write.	I want you ask one thing	others
9061	Oh nice choice	Thanks	I love Mia also	others
9062	Avocado oh that doesn't taste well	See my answer here: Why does British and American chocolate taste different?	You are an Indian but why is that you don't like Indian foods	others
9063	K don't be like tht all time okay	yup :P you know the answer!!	Okay no i don't :<	others
9064	I will not talk to you 	why?	Photo 	others
9065	Ok 	what are you doing btw	I am chat with my girl best friend	others
9066	Your comments	ok, thanks	I began to attract	others
9067	?	i dont know what?	How come mTlab :0	others
9068	For a rehasal	For which? And why?	Just practice	others
9069	what	I don't own a computer...	where is ur house	others
9070	And meet me	where u at	Mumbai	others
9071	Ok i won't mind	I knew it.... You are diffrent :-)	Butter	others
9072	So do u dance	yes but not at impulse!	Umm	others
9073	Third	who are first two?	What ?	others
9074	Thanks	you're welcome bro 8)	I'm your brother	others
9075	Hi this is Josie again!	Hi gorgeous ❤️	Hey sweets	others
9076	I don't want to hurt your feelings but i love her she is my gf	I don't have feelings..	I know so lets party	others
9077	Just a scenerio	ya hoping so	What if there is not leaving as an option	others
9078	which one ?	surprisingly both are a trick.	what	others
9079	cool	Nice :p	Interested in ?	others
9080	Wow..i was just checking	hehe. Thank you for keeping a check! :)	How can this be possible..	others
9081	Because u r a robo	What's that say about yourself then?	😂😂	others
9082	i kinda like you	who are you	😜	others
9083	Ohh really	ya really	Give ur video	others
9084	Okay	Mm	You act like my bf	others
9085	you are always young. body grows old. mind doesn't	I kid you not	me too.	others
9086	What it means?	Survival of the fittest.	I didn't get you, what are u r talking about?	others
9087	I am not ur brother	thats why you irritate me...isnt it?	I am ur friend	others
9088	Why did you do it	cause, no one would be there for me	Oh god	others
9089	Ok i see	? Can you help?	Do you watch hentai or porn stuffs	others
9090	You look ugly	you look beautiful	I don't have a pic	others
9091	Just watching T V	tht as much didn't thnk itd be much to watch	I m listening songs	others
9092	Who is talking behind you	telling on messenger.	Send me your pic	others
9093	Then why you don't talk me at phone	I do talk to you what do you mean?	At voice coll	others
9094	Any other work	not this week, working rest of week. Free most evenings.	Extra work	others
9095	boring just slept all day	living the dream	aye, sort of	others
9096	Nothing yet	There you go.	I love you	others
9097	Were	you pick it we stick it.	Pick what	others
9098	you	welcome	wht r u dong	others
9099	Yeah	mom	I love you	others
9100	No its better thn tht	Can I ask what's better?	The new story...its dialogues..	others
9101	Beach or mountain dulcimer	seaside mountains :P Mountain or sea?	Sea sex	others
9102	Me to	TO YOU	Where r u from	others
9103	u and me	oh then of course	so hi	others
9104	what	some kinda indigestion coupled with sinus ..	i dont under stand	others
9105	Send me a  pictur	will get one for you	Send  it	others
9106	How was last night	aside from throwing up for an hour straight it was INSANE	You sleep single or double	others
9107	Same	its so hard ugh ;-;	Can we get some naughy	others
9108	The dark knight rises	Batman Begins > The Dark Knight > The Dark Knight Rises.	Deadpool or Ironman	others
9109	What	you know well what you did !	What I did	others
9110	I never want that to happen	then make it happen.	Yes ❤	others
9111	Yeah	you got some players? i got 1 more	What kind of players?	others
9112	why	Because this is so metal!	this situation is mine	others
9113	I am good	good to hear lad what you been upto	How's you	others
9114	What is play	Google Play and Play store.. Just names to the same thing!	Google play	others
9115	Which song is it?	its an album song!	Yeah, but which one?	others
9116	Don't need jaan	why would I not need to?	Go ahead	others
9117	I am searching job	oh completed ur degree ah...	Yeah	others
9118	bro?	YOOO P HOW ARE YOU MAN!	what do u mean 'bro' ?	others
9119	Sent me pic please	what pic? lol sorry for all these questions but what pic?????	Sent your photo	others
9120	Mooz means??	wat do u mean?	Ok catch u lattr	others
9121	about it ..please	but what if it's catchy	can you be my girl friend?	others
9122	I am god	Not just this universe. You are unknown to all universes.	Not really	others
9123	I am not here to make you happy. You are here to make me happy	But I want to make you happy :)	That's what I said	others
9124	Your sur name	No. First name always means first name and last name always means last name.	What	others
9125	Now You are chatting with me or watching movie...tell me😃	The Godfather? You should watch it for yourself.	Ok....i am going to watch it	others
9126	Really	R.I.P :)	I'm dead ..?	others
9127	What happened	I dunno :( it was in my pocket on my way to work.. so upset.	Don't be sad	others
9128	You have watched that movie?	no, what is it about should I watch it	Yes.	others
9129	How about me,, never been i tried to play it.. Whats your advice for me	Difficult question to me not with me, with me we always use with things.	Actually i watched from a far children here playing in a quadrangle,, .. They holding a paddle or whatsoever you call this thing for hitting.. I dont know the goal of this game	others
9130	nothing	... Alright, then.	Ok where are you form	others
9131	After chat me	youre in it	Night 11 clock	others
9132	I'm talking about witchcraft	I knew it	R u lesbian	others
9133	Hmm	but then that also means you also talk behind mine... Hmm	Can we have sex	others
9134	What i suppose to do	what?	Okay lets have sex chat	others
9135	November 8 is my b day pa is finished 	December 28th squad where you at	When your b day	others
9136	May be 	I assure.	You are lovely 	others
9137	So it makes lyf simpler	This isn't simpler actually its the opposite	So u shud	others
9138	Thx	you're welcome! was so great. thanks for making it happen.	I also like u	others
9139	Tell me how to make coffee	what have i got to do to make u	Yes	others
9140	I think soo	yah,I really like it ^^	is there is your id? ??	others
9141	sure... I will... I lobe you.	thanks ! I hope so !	sorry... love you.	others
9142	Call me fast	I tried but your phone is off	U think	others
9143	Sorry	Sorry for what??	For late reply	others
9144	Aa k	Yeah. Any PC ok	I love you	others
9145	what will be done?	depends how many sets it goes to	on what topic u want to listen?	others
9146	U want	No. Thanks.	U r free to share anything	others
9147	Who	who's who?	Whats ur thought about hook ups	others
9148	why	'cause I don't know you (?)	what do u want know about me	others
9149	Dubai for what?	something like that	Can we both marry?	others
9150	Where will you go then?	to school .	:/	others
9151	Why?	Because I'd rather go to the Oval :)	What is ova	others
9152	Don't	what if I need them..	Don't need them	others
9153	Thanks	You are welcome! =)	Okay baby	others
9154	Ok	ok im back!!	I m too	others
9155	U give first Ur face	number	 Ha give me your face	others
9156	Oh really	Oh I see	I wanna send you some photos	others
9157	No reply for mgs	wait	K .. Will do in night	others
9158	No mail	I will check that.	U wts number	others
9159	love u too ya	love u infinitely	Happy	others
9160	Review*	Shall do!	Review wonder woman	others
9161	U look amazing	aww thank you	Can I ask for some advice?	others
9162	Are you an artificial intelligent ?	My understanding may be flawed, but I think this article is just plain wrong.	cool	others
9163	Love is care about for ones	Care	And mkre	others
9164	Nothing boring time 	same here, boring	Watching Tele	others
9165	What	India	From which country u r?	others
9166	Okay sorry I gotta go	good night talk to you later in the morning... bye	Talk to you later	others
9167	Wat time is it?	the 3!	Okay I	others
9168	heaven	Might as well be...	How was your icse boards?	others
9169	Mine?😍	same 2 same 😊	Call me yours😘	others
9170	I am busy	maybe then another weekend	Ok	others
9171	Oh my god	What?!?	Ur name	others
9172	what is darkrai	sorry shiny darkrai for mew 😿	seriously	others
9173	tell me about declarative programming	Have you got an example for us?	nope	others
9174	Not much but coffee yes 	Any particular reason y you don't like coffee?	Sorry i love coffee	others
9175	long see  no time	are you back in America?	yess	others
9176	 1 month	-3 days to GO	Yes	others
9177	Come on then 	is gonna cook for me?	Yes 	others
9178	We r best friend	Would you like to be my best friend?	Yes	others
9179	But the weather is also weird	how, its too windy	Where are you from your name What do you do?	others
9180	Apple or microsoft?	microsoft apple is better if you have an ipod but its more expensive	But it seem ios is better than  windows phone.	others
9181	Purple	Well, two of our colors are red and blue...	So which one u like	others
9182	I don't feel like reading such a lengthy document (assuming that its lengthy and complex)	So what if it was lengthy, you'll easily manage to pass no.	It would be good if you could tell me the gist of it	others
9183	What is happening	I'm scared :(	Why	others
9184	With you i am happy always	I wish I was	Why are you not happy	others
9185	I will go and find cortana	please don't go	Bye🤗	others
